,url,title,content
0,https://www.reuters.com/article/us-health-coronavirus-usa/u-s-covid-deaths-top-250000-as-new-york-city-schools-halt-in-person-classes-idUSKBN27Y2M1,"U.S. COVID deaths top 250,000 as New York City schools halt in-person classes","By Gabriella Borter, Brendan O’Brien6 Min ReadNEW YORK (Reuters) - The U.S. death toll from COVID-19 surpassed a grim new milestone of 250,000 lives lost on Wednesday, as New York City’s public school system, the nation’s largest, called a halt to in-classroom instruction, citing a jump in coronavirus infection rates.The decision to shutter schools and revert exclusively to at-home learning, starting on Thursday, came as state and local officials nationwide imposed restrictions on social and economic life to tamp down a surge in COVID-19 cases and hospitalizations heading into winter.But eight months after New York City emerged as the nation’s first major flashpoint of the epidemic - its hospitals besieged and streets virtually devoid of human activity - the epicenter of the public health crisis has shifted to the upper Midwest.Governor Tim Walz of Minnesota, one of several states in the region dogged by the country’s highest case rates per capita, ordered all restaurants, bars, fitness centers and entertainment venues closed, and all youth sports canceled, for four weeks.More than 90% of hospitals’ intensive-care unit beds are already occupied in the eastern half of the state, Walz told an evening news briefing, adding: “We are at a dangerous point in this pandemic.”The action by New York schools, announced by Mayor Bill de Blasio via Twitter, doubtless came as a relief to some teachers, many of whom have expressed fear of being placed at increased risk of exposure to the highly contagious respiratory virus.But it will bring renewed hardship for working parents forced to make childcare arrangements once more.“I could lose my job. ... I am stuck between bills and my son, and it’s a hard choice. Really hard,” said Felix Franco, 30, a U.S. Postal Service employee who has been on leave recovering from COVID-19 himself since spring and was planning to return to work in two weeks.Franco, who said he had no one else lined up to care for his 6-year-old son during the school day, is already behind on his monthly car bill and racking up credit card debt.Slideshow ( 5 images )New York City has seen a late-autumn resurgence of the virus after a summertime lull. Schools have been following a staggered, part-time system of classroom instruction since September, with 1.1 million students dividing their school week between in-person and online learning.But de Blasio said all instruction would switch back to distance learning again because the positive rate on coronavirus tests in the city rose to a seven-day average of 3%, the threshold for ceasing in-person classes.“We must fight back the second wave of COVID-19,” he said.New York joins other large school districts in cities like Boston and Detroit that have recently canceled in-person learning. Within the past week, the Clark County School District, which includes Las Vegas and is the fifth largest in the United States, and Philadelphia’s public school system both postponed plans to return to in-person instruction.HOSPITALIZATIONS SURGINGAs of Wednesday, COVID-19 had claimed at least 250,016 lives in the United States, which has documented about 11.5 million infections since the pandemic emerged, according to a Reuters tally of public healthcare data. The United States leads the world in both categories.More than 1,400 of those victims perished during the past 24 hours.Nearly 79,000 COVID-19 patients were reported in U.S. hospitals as of Wednesday, the highest number yet for a single day, up from about 75,000 on Tuesday, Reuters’ tally showed.Slideshow ( 5 images )Health experts say greater social mixing and indoor gatherings during the holiday season, combined with colder weather, could accelerate the surge, threatening to overwhelm already strained healthcare systems.NBC News reported on Wednesday that more than 900 Mayo Clinic personnel in Minnesota and Wisconsin had been diagnosed with COVID-19 in the past two weeks - nearly a third of the cases among the medical center’s Midwestern staff since March.The Midwest has become the new U.S. epicenter of contagion, reporting almost a half-million cases during the week ending on Monday.Ohio’s Cuyahoga County, which encompasses Cleveland, ordered residents on Wednesday to stay at home “to the greatest extent possible” through Dec. 17 in response to “an unprecedented recent surge of severely ill patients requiring hospitalization.”Government officials in at least 21 states, representing both sides of the U.S. political divide, have issued sweeping new public health mandates this month. Those range from stricter limits on social gatherings and non-essential businesses to new requirements for wearing masks in public places.White House spokeswoman Kayleigh McEnany on Wednesday called the wave of new restrictions an overreach by state and local officials.“The American people know how to protect their health,” she told Fox News in an interview. “We don’t lose our freedom in this country. We make responsible health decisions as individuals.”Public health experts were less sanguine.“I’m the most concerned I’ve been since this pandemic started,” Dr. Tom Inglesby, director of the Johns Hopkins Center for Health Security, told CNN on Wednesday.Forty-one U.S. states have reported daily record increases in COVID-19 cases in November, 20 have registered all-time highs in coronavirus-related deaths from day to day and 26 have reported peaks in hospitalizations, according to the Reuters tally.In Washington, pressure for a fresh COVID-19 economic relief bill mounted in Congress. Senate Democrats also unveiled legislation to ramp up the national supply of personal protective equipment for healthcare and other frontline workers.Reporting by Gabriella Borter and Brendan O’Brien in New York; Additional reporting by Anurag Maan, Susan Heavey and Maria Caspani; Writing by Gabriella Borter and Steve Gorman; Editing by Bill Tarrant, Cynthia Osterman and Peter CooneyOur Standards: The Thomson Reuters Trust Principles."
1,https://www.reuters.com/article/us-usa-election-transition/amid-coronavirus-spike-pressure-grows-on-u-s-agency-to-approve-trump-to-biden-transition-idUSKBN27Y2YS,"Amid coronavirus spike, pressure grows on U.S. agency to approve Trump-to-Biden transition","By Andrea Shalal, Trevor Hunnicutt5 Min ReadWASHINGTON (Reuters) - A little-known agency that keeps the U.S. federal bureaucracy running is the biggest impediment to new efforts to fight the coronavirus outbreak, Democratic President-elect Joe Biden said on Wednesday.“There’s a whole lot of things that we just don’t have available to us,” Biden said, including real-time data on personal protective equipment and the distribution plan for COVID-19 vaccines.Emily Murphy, administrator of the General Services Administration, must “ascertain” the winner of the Nov. 3 presidential election between Biden and Republican President Donald Trump. That is a condition of releasing funds and resources to the winner, but she has so far not done so.Despite a clear margin of victory for Biden, Trump has refused to concede, and his legal challenges are fizzling.Murphy has sole authority to release salaries, office space, official email addresses and intelligence briefings to an incoming administration, which formally takes over with Biden’s inauguration on Jan. 20.“Unless it’s made available soon, we’re going to be behind by weeks or months,” in his administration’s coronavirus effort, Biden told emergency responders, nurses and other frontline workers at an online event in Washington. “So, I just want to tell you that that’s the only slowdown right now that we have.”A third wave of coronavirus infection has gripped the United States, and the country’s death toll crossed 250,000 people on Wednesday.New Jersey Governor Phil Murphy on Wednesday described a “crazy situation” where he speaks daily with the White House coronavirus experts and has a separate channel of communications with Biden’s advisory board on the virus.“Those two camps aren’t speaking. And that’s a big problem,” Murphy, a Democrat, told CNN. “That is a major problem that could put both the distribution of the vaccine at risk and, more broadly, lives at risk.”FILE PHOTO: U.S. Office of Management and Budget Director Mick Mulvaney swears in U.S. General Services Administration (GSA) Administrator Emily W. Murphy in Washington, U.S. December 5, 2017. Picture taken December 5, 2017.  GSA/Handout via REUTERS. The GSA’s Murphy is under mounting pressure from election watchdogs, Democrats, a growing number of Republicans, the American Medical Association and her predecessor to recognize Biden as the winner.“She’s going to make an ascertainment when the winner is clear, as laid out in the Constitution,” a GSA spokeswoman said before Biden’s remarks.Late on Wednesday, the leaders of the National Association of Manufacturers, including Dow Chemical CEO Jim Fitterling, called on Murphy to sign the needed papers “to ensure manufacturers can continue to work seamlessly with the federal government” on challenges such as vaccine distribution.“There is no time to waste nor room for error,” they wrote in a joint letter. “We know what is at stake: American lives and livelihoods.”The bipartisan National Task Force on Election Crises said on Tuesday it was “past time” for the GSA administrator to certify Biden: “This isn’t about politics. It’s about honoring free and fair elections. It’s also about lost lives.”Trump claims, without providing evidence, that the election was marred by widespread fraud and has fired off a flurry of lawsuits that judges have mostly rejected.An administration official said the White House was not pressuring Murphy to withhold recognition of Biden as the winner.2000 vs. 2020Murphy is relying on precedent, her office said, citing the five-week delay after the 2000 election before Republican George W. Bush was declared the winner over Democrat Al Gore.While the 2000 result hung on 537 votes in just one state - Florida - Trump would need to reverse Biden’s large margins in three of four closely contested states, something election experts say is virtually impossible.The GSA did not say how or when Murphy would make her decision, and the agency has not responded to a congressional letter asking the same questions, a House of Representatives Subcommittee on Government Operations official said.Trump administration sources said it was reasonable to wait until vote recounts are completed and the legal challenges have been resolved - a process that is continuing.On Wednesday, the Trump campaign requested a partial recount in Wisconsin in two heavily Democratic counties.Dave Barram, who was GSA administrator in 2000, said Murphy contacted him shortly before the election to discuss how he handled that year’s contested scenario.“In 2000, there was no clear winner, and both Gore and Bush knew it. This is different. It’s getting overwhelmingly evident that Trump should concede,” Barram said.Reporting by Andrea Shalal; Additional reporting by David Shepardson and Jason Lange; Editing by Cynthia Osterman and Peter CooneyOur Standards: The Thomson Reuters Trust Principles."
2,https://www.reuters.com/article/us-health-coronavirus-usa-minnesota/minnesota-governor-orders-restaurants-bars-to-halt-in-person-dining-for-four-weeks-idUSKBN27Z04M,"Minnesota governor orders restaurants, bars to halt in-person dining for four weeks","By Reuters Staff1 Min ReadFILE PHOTO: Minnesota Governor Tim Walz speaks about a change in charges to the officers involved in the death in Minneapolis police custody of George Floyd, in St Paul, Minnesota, U.S. June 3, 2020. REUTERS/Lucas Jackson(Reuters) - Minnesota Governor Tim Walz on Wednesday ordered all restaurants and bars to halt in-person dining, fitness and entertainment centers to close and youth sports to be canceled for four weeks.The order, which begins on Saturday, comes as the state saw 67 COVID-19 deaths on Wednesday, the most since the pandemic began, according to the state’s health department.Reporting by Brendan O’Brien in Chicago; Editing by Jacqueline WongOur Standards: The Thomson Reuters Trust Principles."
3,https://www.reuters.com/article/us-health-coronavirus-testingchat/can-covid-19-testing-allow-us-to-gather-safely-for-the-holidays-idUSKBN27Z035,Can COVID-19 testing allow us to gather safely for the holidays?,"By Reuters Staff5 Min ReadNEW YORK (Reuters) - With families hoping to gather for the holidays, Reuters assembled more than 30 healthcare experts to discuss COVID-19 testing during an #AskReuters Twitter chat.Mask-less youth not practicing social distancing gather at the beach to hangout after sunset during the outbreak of the coronavirus disease (COVID-19) in Encinitas, California, U.S., November 18, 2020.      REUTERS/Mike BlakeBelow are edited highlights.What kinds of COVID-19 tests are available now?“Viral tests tell you if you have an active infection. Genetic (nucleic acid) tests are more accurate than antigen tests. These are used for making a diagnosis of current #COVID-19 infection.”— Raed Dweik, MD, MBA, chair of Cleveland Clinic’s Respiratory InstituteCan people safely rely on test results to socialize?“You should not rely on test results alone to safely socialize in person. A test can only tell you if you are positive at a given moment in time, and can also fail to detect cases if you are infected but not yet shedding substantial virus.”— Dr. Angela Rasmussen, virologist affiliated with Georgetown Center for Global Health Science and Security“Now is the time for delayed gratification. My family pushed back Thanksgiving to the spring and look forward to a safer event at that time.”— Dr. Joshua Schiffer, associate professor at Fred Hutchinson Cancer Research CenterIf someone thinks they have been exposed to COVID-19, should they get tested?“If you think you’ve been exposed to COVID-19, first protect others by limiting your contact with anyone else as best as you can. Get tested even if you don’t have symptoms. And quarantine until you get the results.”— Heather Pierce, JD, MPH, senior director and regulatory counsel at Association of American Medical Colleges“Yes! If you think you’ve been exposed, get tested. Whether or not you have symptoms or are at increased risk, you should get tested if your local testing capacity allows it.”— Dr. Syra Madad, senior director, Special Pathogens at New York City Health & HospitalsWhat are the current successes and failures of testing?“Despite many bumps in the road, a massive success is the number of tests currently available. It’s remarkable that so many have achieved FDA authorization. We continue, however, to struggle to meet testing demand, which requires more reagents and more people.”— Infectious Diseases Society of America“To me, the biggest failure is that we are still unable to do what South Korea and Taiwan were able to do in the spring. The failure of testing continues to plague us. Long lines, long turnaround time, lack of reagents.”— Dr. Amesh Adalja, senior scholar at the Johns Hopkins Center for Health SecurityHow can testing be democratized so that everyone has access?“We need to hardwire equity into our COVID-19 response in terms of access, prioritization and coverage. Essential workers are not prioritized in COVID-19 testing, yet they have the highest exposure.”— Roopa Dhatt, executive director at Women in Global Health“Globally, the lack of widespread availability of testing is partly what is resulting in an underestimate of the true burden of this pandemic. A lot more people have had and have died of this disease than have been diagnosed.”— Dr. Nahid Bhadelia, infectious-diseases physician and associate professor at the Boston University School of MedicineCan mass testing be used for people to return to “normal”?“No. Testing does not replace basic prevention measures such as social distancing and wearing masks. Testing negative only means you have no detectable virus at the time of the test.”— Joe Eisenberg, chair and professor of epidemiology at the University of Michigan School of Public Health“Regardless of testing, we must not abandon at this point the pillars of public health: use of masks, physical distance and frequent hand washing.”— Dr. Diego Hijano, instructor in the Department of Infectious Diseases at St. Jude Children’s Research HospitalWhat gives you hope?“I have hope that soon we will have more tools to help us fight the pandemic in the vaccines. However people need to understand they will not magically solve the pandemic but are tools to add to the public health interventions we already have and we need to use them all.”— Dr. Krutika Kuppalli, infectious disease researcher“For the first time, I have hope. Interim vaccine data show more than 90% efficacy, as much as measles. By next winter, we will be getting back to normal. By 2022, we will start to socialize. We can’t eradicate COVID-19 but can eliminate it, perhaps by 2023.”— Lawrence Gostin, director at O’Neill Institute for National & Global Health Law at Georgetown LawCompiled by Beatrix Lockwood; Editing by Tom BrownOur Standards: The Thomson Reuters Trust Principles."
4,https://www.reuters.com/article/us-usa-election/ahead-of-recount-results-georgia-officials-say-biden-likely-to-remain-the-winner-idUSKBN27Z0GN,"Ahead of recount results, Georgia officials say Biden likely to remain the winner","By Andy Sullivan3 Min ReadWASHINGTON (Reuters) - A key battleground state in the 2020 presidential election is expected on Thursday to affirm Democrat Joe Biden’s victory over President Donald Trump, which would deal yet another setback to Trump’s scattershot efforts to hold on to power.Georgia’s top election official, a Republican, has said a labor-intensive hand recount likely will not erode Biden’s initial 14,000 vote margin enough to hand Trump a victory in the state.That would leave Trump with a dwindling number of options as he tries to overturn the results of an election in which he drew 5.8 million fewer votes than Biden nationwide.To remain in office, Trump would need to overturn results in at least three large states to flip the results of the state-by-state Electoral College that determines the winner.Biden has captured 306 electoral-college votes to Trump’s 232.Trump’s campaign has met with little success so far.In Wisconsin, election officials say a partial recount underway in the state’s largest Democratic-leaning counties probably will likely only add to Biden’s 20,000-vote margin.Slideshow ( 5 images )Trump’s campaign can request another recount in Georgia after that state certifies its vote tally, expected to be on Friday.In Michigan and Pennsylvania, Trump’s lawyers have met with a string of defeats as they argue those states should declare Trump the winner, despite unofficial results that show Biden ahead by 158,000 votes and 83,000 votes, respectively.Those legal motions, sprinkled with factual errors, have been dismissed by Biden’s campaign as “theatrics” that are not based on sound law. Several prominent law firms have pulled out of the operation, leaving Trump’s personal lawyer Rudy Giuliani to spearhead the efforts.State and federal election officials, as well as outside experts, say Trump’s argument the election was stolen from him by widespread voter fraud has no basis in fact.However, it does appear to be affecting public confidence in American democracy. A Reuters/Ipsos opinion poll released on Wednesday found about half of Republicans believe Trump “rightfully won” the election.Arizona’s top election official, Katie Hobbs, said she and her family had been getting violent threats. Hobbs, a Democrat, called on Trump to stop casting doubt on the result.Trump himself has no public events scheduled for Thursday. He has largely stayed in the White House and kept out of public view since the election.His administration so far has refused to recognise Biden as the winner, which has held up funding and security clearances to ease the transition from one president to another ahead of the Jan. 20 inauguration.Biden said on Wednesday the delay is preventing his team from being able to plan new efforts to fight a third wave of coronavirus infections, which is putting immense strain on the U.S. healthcare system.Writing by Andy Sullivan, editing by Ross Colvin and Lincoln Feast.Our Standards: The Thomson Reuters Trust Principles."
5,https://www.reuters.com/article/us-apec-summit/asia-pacific-leaders-push-for-freer-trade-after-trump-idUSKBN27Z0QP,Asia-Pacific leaders push for freer trade after Trump,"By Rozanna Latiff, A. Ananthalakshmi4 Min ReadKUALA LUMPUR (Reuters) - Asia-Pacific leaders called on Thursday for open and multilateral trade to support a global economy battered by the novel coronavirus, and some hoped for more engagement with the United States under a Joe Biden administration.China's President Xi Jinping speaks during a CEO Dialogue forum via video link, ahead of the Asia-Pacific Economic Cooperation (APEC) leaders' summit, hosted by APEC Malaysia, November 19, 2020. APEC CEO DIALOGUES MALAYSIA 2020/via REUTERS TVChinese President Xi Jinping, among the leaders at a virtual meeting of the 21-member Asia-Pacific Economic Cooperation (APEC) forum, rejected protectionism and said globalisation was “irreversible”, a day before U.S. President Donald Trump was expected to join in the gathering.“We will not reverse course or run against historical trend by ‘decoupling’ or forming a small circle to keep others out,” Xi said at a forum ahead of the APEC leaders meeting to be held virtually in Kuala Lumpur on Friday.“China will remain committed to openness and cooperation, and adhere to multilateralism and the principle of extensive consultation, joint contribution and shared benefits,” he said.Xi said “mounting unilateralism, protectionism and bullying as well as backlash against economic globalisation” had added to risks and uncertainties in the world economy.Trump has introduced protectionist trade policies since coming to power in 2017, including tariffs on billions of dollars worth of Chinese products that launched a trade war between the world’s two largest economies.The APEC leaders’ meeting comes as economies are trying to recover from the impact of the coronavirus pandemic and days after Trump lost his bid for a second term.Trump, who has yet to concede and begin a transfer of government to President-elect Biden, was due to represent the United States at the virtual summit on Friday, a U.S. official said. It will be the first time he has joined an APEC summit since 2017, the only time he has participated.Biden has signalled a return to multilateralism pursued during Barack Obama’s presidency, though questions remain over whether the new president would reverse Trump-era policies.Slideshow ( 4 images )‘MORE SUPPORTIVE’Singapore Prime Minister Lee Hsien Loong told the APEC forum he expected “more multilateralists” in the Biden administration.“I think that they will be more supportive of the WTO, and of APEC. I am not sure that they will be more keen on throwing the doors wide open, or joining the CPTPP, because that depends on domestic politics too,” he said, referring to the successor to the Trans-Pacific Partnership (TPP) trade pact.Lee also said U.S. trade policies under Trump had weighed on APEC’s progress in recent years, which he termed “very slow”.“Also, they have not been supportive of trade as a win-win proposition. The attitude of the Trump administration is that this is a win-lose proposition,” Lee said.Trump’s “America First” approach saw the United States withdrawing from the Trans-Pacific Partnership agreement in 2017. It has since changed its name to the Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP).The United States is also absent from the world’s largest free-trade bloc, the Regional Comprehensive Partnership Agreement (RCEP) - a 15-nation pact backed by China that was signed last week.At the last APEC meeting in 2018, the countries failed to agree on a joint communique, the first time in the bloc’s history, as the United States and China stood at opposing ends of talks on trade and investments.Malaysian Prime Minister Muhyidin Yassin said APEC countries were working on a “post 2020” vision and he stressed that free and multilateral trade was integral to economic recovery.“This is essential for our businesses as market stability and predictability are the central pillars which ensure that trade and investment continue to flow, even during times of crisis,” he said.Additional reporting by Kevin Yao and Lusha Zhang in Beijing; Writing by A. Ananthalakshmi; Editing by Robert BirselOur Standards: The Thomson Reuters Trust Principles."
6,https://www.reuters.com/article/us-australia-defence/australian-special-forces-allegedly-killed-39-unarmed-afghans-report-idUSKBN27Y32J,Australian special forces allegedly killed 39 unarmed Afghans - report,"By Colin Packham4 Min ReadSYDNEY (Reuters) - Australian special forces allegedly killed 39 unarmed prisoners and civilians in Afghanistan, with senior commandos reportedly forcing junior soldiers to kill defenceless captives in order to “blood” them for combat, a four year investigation found.FILE PHOTO: Members of Australia's special forces conduct an exercise during the Australian International Airshow in Melbourne March 2, 2011. REUTERS/Mick Tsikas Australia said on Thursday that 19 current and former soldiers will be referred for potential criminal prosecution for allegedly killing the 39 Afghan locals.Detailing the findings of a long-awaited inquiry into the conduct of special forces personnel in Afghanistan between 2005 and 2016, Australia’s General Angus John Campbell said there was credible information of 39 unlawful killings by 25 Australian Special Forces personnel in 23 separate incidents.All of those kills were outside the “heat of battle”, Campbell said.“These findings allege the most serious breaches of military conduct and professional values,” Campbell told reporters in Canberra.“The unlawful killing, of civilians and prisoners is never acceptable.”The report said the majority of those killed, which included prisoners, farmers and other Afghan locals, were captured when they were killed and therefore protected under international law.Following the recommendations of the report, Campbell said 19 current and former members of Australia’s military will be referred to a soon-to-be appointed special investigator to determine whether there was sufficient evidence to prosecute.Australia’s Minister for Defence Linda Reynolds said last week that Canberra had been advised that local prosecution would negate charges at the International Criminal Court at The Hague.Related CoverageFactbox: Quotes from Australia's Defence Force report into Afghanistan‘BLOODING’Australian Prime Minister Scott Morrison had earlier warned the report would include “difficult and hard news for Australians”, but few expected some of the most shocking revelations.While the report was heavily redacted, it included allegations that senior special forces personnel ordered the killing of unarmed Afghans.“There is credible information that junior soldiers were required by their patrol commanders to shoot a prisoner, in order to achieve the soldier’s first kill, in a practice that was known as ‘blooding’,” the report read.Once a person had been killed, those allegedly responsible would stage a fight scene with foreign weapons or equipment to justify their action, the report concluded.The actions did not immediately come to light due to what the report concluded was a culture of secrecy andcompartmentalisation in which information was kept and controlled within patrols.The veil of secrecy was a key reason that the allegations took so long to come to light.Although it has been the subject of rumour, Australia’s official investigation only began after the publication of classified documents about alleged war crimes in Afghanistan.A former military lawyer, David McBride, has been charged with providing the classified papers to the Australian Broadcasting Corp. He admits that he supplied the papers, but says it is in the national interest.The four-year inquiry was conducted by New South Wales state Judge Paul Brereton, who was appointed by the Inspector-General of Defence in 2016 to investigate rumours of war crimes in Afghanistan between 2003 and 2016.The inquiry examined more than 20,000 documents and 25,000 images, and interviewed 423 witnesses under oath.The report recommended Canberra should compensate victims’ families even without a successful prosecution.Campbell said he would seek to revoke citations for special operations task groups that served in Afghanistan between 2007 and 2013.The release of the report came after Morrison spoke with Afghan President Ashraf Ghani.“The Prime Minister of Australia expressed his deepest sorrow over the misconduct by some Australian troops in Afghanistan,” Ghani’s office wrote on Twitter.Australia has had troops in Afghanistan since 2002 as part of the U.S.-led coalition fighting the Taliban militia.Australia has about 1,500 troops remaining in Afghanistan.Reporting by Colin Packham in Sydney; Editing by Matthew Lewis, Stephen Coates and Michael PerryOur Standards: The Thomson Reuters Trust Principles."
7,https://www.reuters.com/article/us-boeing-737max-indonesia-families/too-soon-to-let-boeing-737-max-fly-again-say-families-of-lion-air-crash-victims-idUSKBN27Z0TR,"'Too soon' to let Boeing 737 MAX fly again, say families of Lion Air crash victims","By Augustinus Beo Da Costa, Bernadette Christina3 Min ReadJAKARTA (Reuters) - Some of the relatives of victims of a fatal Boeing 737 MAX crash in Indonesia have slammed a decision by U.S. aviation authorities to allow the jets to return to the skies, saying the move comes too soon.FILE PHOTO: Boeing 737 Max aircraft are parked in a parking lot at Boeing Field in this aerial photo over Seattle, Washington, U.S. June 11, 2020. REUTERS/Lindsey WassonThe U.S. Federal Aviation Administration (FAA) on Wednesday lifted a flight ban on Boeing’s 737 MAX imposed after two fatal crashes in Indonesia and Ethiopia killed 346 people within five months in 2018 and 2019.Two years after the plane operated by Indonesia’s Lion Air plunged into the Java Sea, killing all 189 on board, the tragedy is still raw.“The U.S. authorities shouldn’t have lifted the grounding order this quickly,” said Aris Sugiono, who lost his sister and brother-in-law in the crash. “They must consider the feelings of the victim’s families.”In the past, global air regulators promptly followed the guidance of the FAA, credited for decades with pioneering aviation safety. But many are now wary of seeming to toe the FAA line after the U.S. agency was faulted for lax oversight.“It’s too soon,” agreed Anton Sahadi, who had two young relatives on board the doomed flight. “It wasn’t just the Lion Air flight, but also the victims in Ethiopia... The victims’ families haven’t 100% recovered yet.”Families of the Ethiopian crash victims said in a statement they felt “sheer disappointment and renewed grief” after the FAA’s decision to return the aircraft to service.“Our family was broken,” Naoise Ryan, whose 39-year-old husband died aboard Ethiopian Airlines flight 302, said.In Indonesia, some of the aggrieved relatives said clearance had been granted faster than compensation.“Why has the flight permit been granted while the affairs of the victims’ family have not been fully resolved?” asked Latief Nurbana, a civil servant who lost his 24-year-old son.He said compensation payments and arrangements with the Boeing Community Investment Fund (BCIF) were still unsettled.The BCIF’s website said that the distribution of funds to provide philanthropic support to communities affected by the crashes would be completed by Jan. 15, 2021.A Boeing spokeswoman and spokesman for Lion Air did not immediately respond to a request for comment.In both accidents a stall-prevention system known as MCAS, triggered by faulty data from a single airflow sensor, repeatedly and forcefully shoved down the jet’s nose as the pilots struggled to regain control.Adita Irawati, an Indonesian transportation ministry spokeswoman, said Indonesia would allow the Boeing 737 MAX to fly once the FAA issued airworthiness directives.On-the-ground and simulator training for pilots would be included in that process, and the timing would be dependent on compliance with the requirements, Irawati said.Grieving relative Sahadi said profit should not guide an urgency to get back in the air.“This means they don’t prioritize safety, considering there have been fatal mistakes that led to these two airlines having terrible accidents,” Sahadi said.Additional reporting by Heru Asprihanto; Writing by Kate Lamb; Editing by Ed Davies and Gerry DoyleOur Standards: The Thomson Reuters Trust Principles."
8,https://www.reuters.com/article/us-canada-cyber-china/canadian-accusations-on-china-being-cyber-crime-threat-are-groundless-says-china-idUSKBN27Z0TX?il=0,"Canadian accusations on China being cyber-crime threat are groundless, says China","By Reuters Staff1 Min ReadFILE PHOTO: Chinese Foreign Ministry spokesman Zhao Lijian attends a news conference in Beijing, China September 10, 2020. REUTERS/Carlos Garcia RawlinsBEIJING (Reuters) - Chinese foreign ministry spokesman Zhao Lijian said on Thursday accusations by Canada are groundless, when asked about Canada naming China and Russia among main cyber-crime threats.Canada on Wednesday identified state-sponsored programs in China, Russia, Iran and North Korea as major cyber-crime threats for the first time, and said it feared foreign actors could try to disrupt power supplies.Reporting By Gabriel Crossley; Editing by Muralikumar AnantharamanOur Standards: The Thomson Reuters Trust Principles."
9,https://www.reuters.com/article/us-boeing-737max-indonesia-families/too-soon-to-let-boeing-737-max-fly-again-say-families-of-lion-air-crash-victims-idUSKBN27Z0TR?il=0,"'Too soon' to let Boeing 737 MAX fly again, say families of Lion Air crash victims","By Augustinus Beo Da Costa, Bernadette Christina3 Min ReadJAKARTA (Reuters) - Some of the relatives of victims of a fatal Boeing 737 MAX crash in Indonesia have slammed a decision by U.S. aviation authorities to allow the jets to return to the skies, saying the move comes too soon.FILE PHOTO: Boeing 737 Max aircraft are parked in a parking lot at Boeing Field in this aerial photo over Seattle, Washington, U.S. June 11, 2020. REUTERS/Lindsey WassonThe U.S. Federal Aviation Administration (FAA) on Wednesday lifted a flight ban on Boeing’s 737 MAX imposed after two fatal crashes in Indonesia and Ethiopia killed 346 people within five months in 2018 and 2019.Two years after the plane operated by Indonesia’s Lion Air plunged into the Java Sea, killing all 189 on board, the tragedy is still raw.“The U.S. authorities shouldn’t have lifted the grounding order this quickly,” said Aris Sugiono, who lost his sister and brother-in-law in the crash. “They must consider the feelings of the victim’s families.”In the past, global air regulators promptly followed the guidance of the FAA, credited for decades with pioneering aviation safety. But many are now wary of seeming to toe the FAA line after the U.S. agency was faulted for lax oversight.“It’s too soon,” agreed Anton Sahadi, who had two young relatives on board the doomed flight. “It wasn’t just the Lion Air flight, but also the victims in Ethiopia... The victims’ families haven’t 100% recovered yet.”Families of the Ethiopian crash victims said in a statement they felt “sheer disappointment and renewed grief” after the FAA’s decision to return the aircraft to service.“Our family was broken,” Naoise Ryan, whose 39-year-old husband died aboard Ethiopian Airlines flight 302, said.In Indonesia, some of the aggrieved relatives said clearance had been granted faster than compensation.“Why has the flight permit been granted while the affairs of the victims’ family have not been fully resolved?” asked Latief Nurbana, a civil servant who lost his 24-year-old son.He said compensation payments and arrangements with the Boeing Community Investment Fund (BCIF) were still unsettled.The BCIF’s website said that the distribution of funds to provide philanthropic support to communities affected by the crashes would be completed by Jan. 15, 2021.A Boeing spokeswoman and spokesman for Lion Air did not immediately respond to a request for comment.In both accidents a stall-prevention system known as MCAS, triggered by faulty data from a single airflow sensor, repeatedly and forcefully shoved down the jet’s nose as the pilots struggled to regain control.Adita Irawati, an Indonesian transportation ministry spokeswoman, said Indonesia would allow the Boeing 737 MAX to fly once the FAA issued airworthiness directives.On-the-ground and simulator training for pilots would be included in that process, and the timing would be dependent on compliance with the requirements, Irawati said.Grieving relative Sahadi said profit should not guide an urgency to get back in the air.“This means they don’t prioritize safety, considering there have been fatal mistakes that led to these two airlines having terrible accidents,” Sahadi said.Additional reporting by Heru Asprihanto; Writing by Kate Lamb; Editing by Ed Davies and Gerry DoyleOur Standards: The Thomson Reuters Trust Principles."
